"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"5598","International Cosmetology Academy","Grand Rapids","MI","49508","www.icatoday.com","42.912191","-85.643208","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5599","French Academy of Cosmetology","Spring Lake","MI","49456","www.frenchacademyofcosmetology.com","43.075898","-86.198004","NULL",3,"22","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5600","Healing Arts Center","St. Louis","MO","63122","https://www.thehealingartscenter.com","38.603239","-90.387718","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5601","Paul Mitchell the School-Springfield","Springfield","MO","65807","springfield.paulmitchell.edu","37.159135","-93.31815","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5602","Urshan Graduate School of Theology","Florissant","MO","63031","https://ugst.edu","38.801695","-90.364462","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5603","Mississippi Institute of Aesthetics Nails & Cosmetology","Clinton","MS","39056","msinstitute.com/","32.32091","-90.325011","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5604","College of Western Idaho","Nampa","ID","83687","cwidaho.cc/","43.614106","-116.507314","NULL",1,"41","NULL",11285,"0","0","0","0","0","0","0","0","0","0","0","0"
"5605","Aveda Institute-Chapel Hill","Chapel Hill","NC","27514-7001","nurturavedainstitutes.com/chapel-hill/","35.927944","-79.026769","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5606","Daoist Traditions College of Chinese Medical Arts","Asheville","NC","28801","daoisttraditions.edu","35.606831","-82.568537","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5607","Total Image Beauty Academy","Union City","NJ","07087","www.tiba.edu","40.77578","-74.026091","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5608","Jersey College","Teterboro","NJ","07608","www.jerseycollege.edu","40.862137","-74.057936","0.7108",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5609","American Institute of Medical Sciences & Education","Piscataway","NJ","08854","www.aimseducation.edu","40.56114","-74.437251","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5610","Casal Institute of Nevada","Las Vegas","NV","89119","www.avedalasvegas.com","36.101143","-115.117387","0.92",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5611","Career School of NY","Staten Island","NY","10301","careerschoolny.com/","40.641352","-74.078168","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5612","John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry","Ballston Spa","NY","12020","www.johnpaolo.edu","43.020972","-73.840062","NULL",3,"23","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5613","Yeshiva of Machzikai Hadas","Brooklyn","NY","11219-1408","yeshivaofmachzikaihadas.com","40.638194","-73.987855","0.913",2,"11","NULL",25352,"0","0","0","0","0","0","0","0","0","0","0","0"
"5614","Aveda Institute-Columbus","Columbus","OH","43214","nurturavedainstitutes.com/columbus/","40.062719","-83.043021","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5615","Paul Mitchell the School-Cincinnati","Cincinnati","OH","45241","cincinnati.paulmitchell.edu","39.291618","-84.392501","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5616","Hands on Therapy","Mesquite","TX","75149","www.handsontherapyschools.com","32.787719","-96.60627","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5617","MediaTech Institute-Dallas","Dallas","TX","75234","www.mediatech.edu","32.92427","-96.902721","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5618","PCCenter","DeSoto","TX","75115","www.pccenterdesoto.com","32.605705","-96.827185","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5619","Aveda Institute-San Antonio","San Antonio","TX","78259-2792","https://avedainstitutessouth.edu","29.637354","-98.452126","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5620","Skin Science Institute","Salt Lake City","UT","84111","skinscienceinstitute.com","40.759991","-111.87923","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5621","Global Health College","Alexandria","VA","22304","www.global.edu","38.813307","-77.138466","0.7333",3,"12","NULL",21941,"0","0","0","0","0","0","0","0","0","0","0","0"
"5622","Pacific Northwest University of Health Sciences","Yakima","WA","98901","https://www.pnwu.edu","46.602872","-120.45598","NULL",2,"22","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5623","The Chicago School of Professional Psychology at Irvine","Irvine","CA","92612","www.thechicagoschool.edu","33.650763","-117.838089","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5624","Fortis College-Dothan","Dothan","AL","36303","www.fortiscollege.edu","31.243014","-85.37446","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5625","Fortis Institute-Pensacola","Pensacola","FL","32514","www.fortisedu.info/cig-pensacola.php","30.510415","-87.183112","NULL",3,"13","NULL",30155,"0","0","0","0","0","0","0","0","0","0","0","0"
"5626","Fortis College-Montgomery","Montgomery","AL","36109","www.fortiscollege.edu","32.384006","-86.252163","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5627","Woodland Community College","Woodland","CA","95776","https://wcc.yccd.edu","38.660392","-121.73533","NULL",1,"23","NULL",10593,"0","0","0","0","0","0","0","0","0","0","0","0"
"5628","Dorsey Business Schools-Farmington Hills","Farmington Hills","MI","48228","www.dorsey.edu","42.49766","-83.379921","NULL",3,"13","NULL",31743,"0","0","0","0","0","0","0","0","0","0","0","0"
"5629","Dorsey Business Schools-Roseville Culinary Academy","Roseville","MI","48066","www.dorsey.edu","42.527764","-82.915541","NULL",3,"21","NULL",34087,"0","0","0","0","0","0","0","0","0","0","0","0"
"5630","Vatterott College-Appling Farms","Memphis","TN","38133","www.vatterott.edu","35.179508","-89.82991","NULL",3,"11","NULL",24337,"0","0","0","0","0","0","0","0","0","0","0","0"
"5631","Brown Mackie College-Boise","Boise","ID","83709","www.brownmackie.edu","43.590789","-116.295147","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5632","Brown Mackie College-Tulsa","Tulsa","OK","74146","www.brownmackie.edu","36.09694","-95.853318","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","1","0"
"5633","Fortis Institute-Birmingham","Birmingham","AL","35211","www.fortis.edu","33.442921","-86.862659","NULL",3,"12","NULL",31644,"0","0","0","0","0","0","0","0","0","0","0","0"
"5634","Miller-Motte College-Greenville","Greenville","NC","27834","www.miller-motte.edu","35.598529","-77.400858","NULL",3,"13","NULL",25838,"0","0","0","0","0","0","0","0","0","0","0","0"
"5635","The Chicago School of Professional Psychology at Los Angeles","Los Angeles","CA","90017","www.thechicagoschool.edu/","34.047958","-118.257251","0.4395",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","2","0","0","0"
"5636","Cardiac and Vascular Institute of Ultrasound","Mobile","AL","36606","www.ultrasound.edu","30.650045","-88.112324","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5637","Virginia College-Jacksonville","Jacksonville","FL","32207","www.vc.edu","30.29163","-81.603291","NULL",3,"11","NULL",23173,"0","0","0","0","0","0","0","0","0","0","0","0"
"5638","Studio Academy of Beauty","Chandler","AZ","85224","www.tsaob.com","33.314894","-111.860316","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5639","California Nurses Educational Institute","Palm Springs","CA","92264","https://www.cnei.edu","33.816672","-116.490142","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5640","RWM Fiber Optics","Carson","CA","90746-1051","www.rwmfiber.com","33.880387","-118.26549","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5641","Paul Mitchell the School-Sacramento","Sacramento","CA","95825","paulmitchell.edu/sacramento/","38.594752","-121.41594","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5642","Providence Christian College","Pasadena","CA","91104","www.providencecc.edu","34.172467","-118.118842","0.6446",2,"12","NULL",42026,"0","0","0","0","1","0","0","0","0","0","1","1"
"5643","Oxford Academy of Hair Design Inc","Seymour","CT","06483","www.oxfordhairacademy.com","41.397798","-73.061063","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5644","Institute of World Politics","Washington","DC","20036","www.iwp.edu/","38.910537","-77.036112","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5645","Pontifical John Paul II Institute for Studies on Marriage and Family","Washington","DC","20064","www.johnpaulii.edu","38.933246","-76.998606","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5646","Medical Institute of Palm Beach","Greenacres","FL","33463","www.medicalinstitutepb.edu","26.620478","-80.134959","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5647","Lake Lanier School of Massage","Gainesville","GA","30501-4546","www.woodruffmedical.edu","34.296441","-83.818401","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5648","Oliver Finley Academy of Cosmetology","Boise","ID","83714","oliverfinley.com","43.667102","-116.281478","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5649","National Career College","Panorama City","CA","91402","www.nccusa.edu","34.22245","-118.446211","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5650","Aveda Institute-Chicago","Chicago","IL","60657","www.douglasj.edu/","41.933493","-87.645838","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5651","Tricoci University of Beauty Culture-Libertyville","Libertyville","IL","60048","www.tricociuniversity.edu","42.28167","-87.942702","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5652","Tricoci University of Beauty Culture-Bridgeview","Bridgeview","IL","60455","www.tricociuniversity.edu","41.734829","-87.80309","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5653","The Temple-A Paul Mitchell Partner School","Frederick","MD","21701","paulmitchell.edu/frederick","39.415249","-77.411651","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5654","Center for Massage","Asheville","NC","28801","centerformassage.com","35.594","-82.550571","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5655","Academy of Hair Design-Oklahoma City","Oklahoma City","OK","73120","www.academyofhairdesignok.com","35.591351","-97.566146","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5656","Pulse Beauty Academy","Downington","PA","19335","paulmitchell.edu/downingtown","40.008445","-75.702448","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5657","Liberty Technical College","Cayey","PR","00737","www.libertytc.org","18.134531","-66.129813","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5658","Toni & Guy Hairdressing Academy-Cranston","Cranston","RI","02920","https://toniguy.edu/","41.731937","-71.479109","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5659","South Texas Training Center","San Benito","TX","78586","www.southtexastraining.com","26.156604","-97.652989","NULL",3,"22","NULL",11300,"0","0","0","0","0","0","0","0","0","0","0","0"
"5660","Columbia College","Vienna","VA","22182","www.ccdc.edu","38.928425","-77.249152","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5661","Vermont College of Fine Arts","Montpelier","VT","05602","www.vcfa.edu/","44.25521","-72.567616","NULL",2,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5662","Advanced Welding Institute","South Burlington","VT","05403","www.awi.edu","44.45588","-73.139437","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5663","The Art Institute of Washington-Dulles","Sterling","VA","20166","www.artinstitutes.edu/washington-dulles","39.035166","-77.430037","NULL",3,"21","NULL",NA,"0","0","0","1","0","0","0","0","0","0","1","0"
"5664","Paul Mitchell the School-Memphis","Bartlett","TN","38133","memphis.paulmitchell.edu","35.129047","-89.9456","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5665","Pima Medical Institute-East Valley","Mesa","AZ","85209","pmi.edu","33.376378","-111.689497","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5666","Virginia College-Charleston","North Charleston","SC","29406","www.vc.edu","32.907064","-80.024799","NULL",3,"12","NULL",22727,"0","0","0","0","0","0","0","0","0","0","1","0"
"5667","Paul Mitchell the School-Cleveland","Twinsburg","OH","44087","paulmitchell.edu/cleveland/","41.330927","-81.463033","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5668","Paul Mitchell the School-Columbus","Columbus","OH","43231","paulmitchell.edu/columbus","40.059575","-82.938765","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5669","Georgia Beauty Academy","Dalton","GA","30721-3952","www.georgiabeautyacademy.com/","34.784988","-84.997349","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5670","Empire Beauty School-Lauderhill","Lauderhill","FL","33351","www.empire.edu","26.18471","-80.251119","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5671","Empire Beauty School-Spring Lake Park","Spring Lake Park","MN","55432","www.empire.edu","45.117185","-93.26237","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5672","MediaTech Institute-Houston","Houston","TX","77042","www.mediatech.edu","29.724809","-95.568341","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5673","Fortis College-Phoenix","Phoenix","AZ","85006","fortiscollege.edu","33.455111","-112.043322","NULL",3,"11","NULL",29531,"0","0","0","0","0","0","0","0","0","0","0","0"
"5674","Miller-Motte College-Raleigh","Raleigh","NC","27604-6072","www.miller-motte.edu","35.834569","-78.585676","NULL",3,"11","NULL",24030,"0","0","0","0","0","0","0","0","0","0","0","0"
"5675","Lamson Institute","San Antonio","TX","78238","lamsoninstitute.com/","29.481426","-98.607504","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5676","College of Hair Design-East Campus","Lincoln","NE","68526","collegeofhairdesign.com","40.732974","-96.596462","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5677","Sanford-Brown College-Online","Tampa","FL","33614","www.sanfordbrown.edu/Online","28.02103","-82.520771","NULL",3,"21","NULL",NA,"0","0","0","2","0","0","0","0","0","0","2","0"
"5678","Le Cordon Bleu College of Culinary Arts-St Louis","St Peters","MO","63376","www.chefs.edu/St-Louis","38.801588","-90.660121","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5679","Argosy University-Phoenix Online Division","Phoenix","AZ","85021","www.argosy.edu/locations/online","33.566817","-112.107494","NULL",3,"11","NULL",32047,"0","0","0","2","0","0","0","0","2","0","2","0"
"5680","Fortis College-Salt Lake City","Salt Lake City","UT","84107","www.fortiscollege.edu","40.685819","-111.870502","NULL",3,"21","NULL",25607,"0","0","0","0","0","0","0","0","0","0","0","0"
"5681","Polytechnic University of Puerto Rico-Miami","Miami","FL","33166","www.pupr.edu","25.80915","-80.328482","NULL",2,"21","NULL",28436,"0","0","0","2","0","0","0","0","0","0","2","0"
"5682","Polytechnic University of Puerto Rico-Orlando","Orlando","FL","32825","www.pupr.edu/","28.55158","-81.253943","NULL",2,"21","NULL",18301,"0","0","0","1","0","1","0","0","0","0","2","0"
"5683","Ross Medical Education Center-Fort Wayne","Fort Wayne","IN","46805","www.rosseducation.edu","41.115114","-85.14454","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5684","Ross Medical Education Center-Portage","Portage","MI","49002","www.rosseducation.edu","42.226492","-85.588652","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5685","Geisinger Commonwealth School of Medicine","Scranton","PA","18510","www.tcmc.edu","41.413415","-75.655478","NULL",2,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5686","Josef's West Academy","Fargo","ND","58103","jsohd.com","46.858929","-96.864136","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5687","Northeast Technology Center-Claremore","Claremore","OK","74017","www.netech.edu","36.326822","-95.634154","NULL",1,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5688","McCann School of Business & Technology","Allentown","PA","18109","www.mccann.edu","40.64006","-75.448981","NULL",3,"21","NULL",23182,"0","0","0","0","0","0","0","0","0","0","0","0"
"5689","Salon Success Academy-Fontana","Fontana","CA","92335","www.gotobeautyschool.com","34.099087","-117.437904","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5690","Salon Success Academy-Redlands","Redlands","CA","92373","www.gotobeautyschool.com","34.062342","-117.218933","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5691","Brown Mackie College-Phoenix","Phoenix","AZ","85029","www.brownmackie.edu/locations/phoenix","33.6054","-112.118464","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5692","Strayer University-West Virginia","Scott Depot","WV","25560","www.strayer.edu/west-virginia/teays-valley","38.454703","-81.928375","NULL",3,"22","NULL",29544,"0","0","0","2","0","0","0","0","0","2","2","0"
"5693","Brown Mackie College-Greenville","Greenville","SC","29601","www.brownmackie.edu/locations/greenville","34.853042","-82.394503","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","1","0"
"5694","Vanguard College of Cosmetology-Baton Rouge","Baton Rouge","LA","70816","paulmitchell.edu/batonrouge","30.41107","-91.044491","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5695","Beauty Schools of America-Homestead","Homestead","FL","33030","www.bsa.edu","25.475883","-80.446293","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5696","South Texas Vocational Technical Institute-Brownsville","Brownsville","TX","78520","www.stvt.edu","25.9358","-97.509158","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5697","South Texas Vocational Technical Institute-Corpus Christi","Corpus Christi","TX","78416","www.stvt.edu","27.739649","-97.433269","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5698","L'Ecole Culinaire-Memphis","Cordova","TN","38016","www.vatterott.edu","35.159194","-89.797449","NULL",3,"11","NULL",25740,"0","0","0","0","0","0","0","0","0","0","0","0"
"5699","University of Minnesota-Rochester","Rochester","MN","55904","https://r.umn.edu","44.022339","-92.463471","0.6612",1,"12","1122",25198,"0","0","0","0","0","0","0","0","0","0","0","0"
"5700","Health And Style Institute","High Point","NC","27265","www.healthandstyle.edu","35.990965","-79.997544","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5701","College of Business and Technology-Cutler Bay","Cutler Bay","FL","33157","www.cbt.edu/","25.590468","-80.356565","NULL",3,"21","NULL",27162,"0","0","0","0","0","0","0","0","0","0","0","0"
"5702","American National University-Columbus","Columbus","OH","45420","https://www.an.edu/locations/columbus-oh/","40.087251","-82.945149","NULL",3,"11","NULL",25141,"0","0","0","0","0","0","0","0","0","0","1","0"
"5703","Herzing University-Toledo","Toledo","OH","43615","www.herzing.edu/","41.639266","-83.665453","1",3,"11","NULL",26916,"0","0","0","2","0","0","0","0","0","0","2","0"
"5704","Capri Beauty College","New Lenox","IL","60451","capri.edu","41.509958","-87.927816","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5705","Milan Institute-Bakersfield","Bakersfield","CA","93301","www.milaninstitute.edu","35.385513","-119.023088","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5706","Homestead Schools","Torrance","CA","90505","www.homesteadschools.net","33.809096","-118.35009","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5707","Carrington College-Las Vegas","Las Vegas","NV","89119","www.carrington.edu","36.08486","-115.118231","0.456",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5708","Carrington College-Reno","Reno","NV","89511","www.carrington.edu","39.463165","-119.786947","0.584",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5709","Chamberlain University-Florida","Jacksonville","FL","32256","www.chamberlain.edu","30.243517","-81.586421","0.6667",3,"11","NULL",36168,"0","0","0","0","0","0","0","0","0","0","0","0"
"5710","Remington College-Columbia Campus","Columbia","SC","29210","www.remingtoncollege.edu/columbia-south-carolina-technical-college","34.032225","-81.09721","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5711","Washington Barber College Inc","Little Rock","AR","72209-3820","www.washingtonbarbercollege.edu/","34.69065","-92.335352","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5712","InterCoast Colleges-Rancho Cordova","Rancho Cordova","CA","95827","www.intercoast.edu","38.561309","-121.334243","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5713","Horizon University","Indianapolis","IN","46236-2622","www.horizonuniversity.edu","39.894654","-85.986809","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","2","0"
"5714","San Diego Culinary Institute","La Mesa","CA","91942","www.sandiegoculinary.edu","32.76432","-117.02377","0.5119",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5715","Beyond 21st Century Beauty Academy","Santa Fe Springs","CA","90670","beyondcosmo.com/","33.916443","-118.041477","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5716","Academy for Jewish Religion-California","Los Angeles","CA","90024","www.ajrca.edu","34.070281","-118.438495","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5717","Angeles College","Los Angeles","CA","90010","www.angelescollege.edu","34.061223","-118.29903","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5718","Angeles Institute","ARTESIA","CA","90701-2713","www.angelesinstitute.edu/","33.875772","-118.080741","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5719","Paul Mitchell the School-Temecula","Temecula","CA","92591","paulmitchell.edu/temecula/","33.507316","-117.146674","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5720","European Academy of Cosmetology and Hairdressing","Guilford","CT","06437-2319","www.teachbeauty.com","41.295441","-72.700147","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5721","International Institute of Cosmetology","Wethersfield","CT","06109","www.studyhair.com","41.707932","-72.661782","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5722","Florida School of Traditional Midwifery","Gainesville","FL","32601","midwiferyschool.org","29.652269","-82.31585","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5723","Emerald Coast Technical College","DeFuniak Springs","FL","32433","www.ectc.edu","30.73209","-86.128061","NULL",1,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5724","Immokalee Technical College","Immokalee","FL","34142","www.itech.edu","26.426526","-81.425148","NULL",1,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5725","American Academy of Cosmetology","Orange Park","FL","32065","www.aacschool.com/","30.123757","-81.798803","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5726","University of Fort Lauderdale","Lauderhill","FL","33313","uftl.edu/","26.147098","-80.204938","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","2","0"
"5727","Aviation Institute of Maintenance-Orlando","Casselberry","FL","32707","www.aviationmaintenance.edu","28.680653","-81.334196","NULL",3,"21","NULL",26772,"0","0","0","0","0","0","0","0","0","0","0","0"
"5728","Summit Salon Academy","Tampa","FL","33624","summitsalonacademytampa.com/","28.051825","-82.525411","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5729","Summit Salon Academy-Gainesville","Gainesville","FL","32607","www.ssag.edu","29.654808","-82.416921","NULL",3,"22","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5730","Tenaj Salon Institute","The Villages","FL","32162","www.tenajsaloninstitute.edu","28.929944","-82.028094","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5731","Profile Institute of Barber-Styling","Atlanta","GA","30315","profileinstitute.com","33.681424","-84.388057","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5732","Keune Academy by 124","Lawrenceville","GA","30043","www.keuneacademyby124.edu","33.96488","-84.02253","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5733","Pacific Rim Christian University","Honolulu","HI","96819-2228","pacrim.edu","21.328198","-157.888379","0.5556",2,"11","NULL",19548,"0","0","0","0","0","0","0","0","0","0","0","0"
"5734","D & L Academy of Hair Design","Twin Falls","ID","83301","dandlacademyofhair.com","42.555677","-114.469494","NULL",3,"33","NULL",32165,"0","0","0","0","0","0","0","0","0","0","0","0"
"5735","Ambria College of Nursing","Hoffman Estates","IL","60192","ambria.edu","42.075628","-88.2109","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5736","Midwestern Career College","Chicago","IL","60606","www.mccollege.edu","41.882454","-87.637405","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5737","Paul Mitchell the School-Normal","Normal","IL","61761","paulmitchell.edu/normal/","40.50938","-88.959619","NULL",3,"22","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5738","Innovations Design Academy","Canton","IL","61520","innovationsdesignacademy.edu","40.558545","-90.033","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5739","Aveda Fredric's Institute-Indianapolis","Indianapolis","IN","46250","www.avedafi.edu","39.908216","-86.066049","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5740","Summit Salon Academy-Anderson","Anderson","IN","46013","www.andersonsalonacademy.com","40.060996","-85.653588","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5741","Eric Fisher Academy","Wichita","KS","67212","www.ericfisheracademy.com","37.693713","-97.422011","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5742","My Le's Beauty College","Gretna","LA","70056","mylebeautycollegellc.com/","29.902428","-90.029931","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
